Australia	Austria	Belgium	Canada	Denmark	Finland	France	Germany	Greece	Hong_Kong	Ireland	Italy	Japan	Netherlands	Norway	New_Zealand	Portugal	Singapore	Spain	Sweden	Switzerland	UK	USA
-0.066608175	0.5524065	0.30704205	-0.45616381	0.52717709	0.46820906	0.12563248	0.13587581	0.25656615	-0.085661412	2.3379361	0.50726312	0.38249742	0.18462016	0.95767427	-0.64183199	-0.009189033	-0.020332202	0.55017487	-1.3249437	-0.086190351	-0.087047625	-1.4296242
0.12910749	-0.44858071	-0.41482923	0.89325635	-0.74246174	-0.61024793	-1.3429486	-1.1981005	-0.52155125	-1.7053923	0.28552827	-0.13267243	-0.62395075	-0.72803148	-0.91682301	1.137783	0.308918	-0.5617997	-0.90975303	-1.1656765	-0.13328353	-0.82182074	-0.37043683
0.69797355	-0.15686806	-0.12649956	0.776183	-0.20179739	-0.34922884	0.20521488	0.12240407	1.3177024	0.12388144	-0.15517154	0.094279345	-0.13484763	0.32798602	-1.2447009	-2.1223616	-0.84320515	0.28421305	-0.075180188	0.89911134	0.37161333	0.30821977	1.8276494
1.6786283	0.096952928	1.4051023	-0.31990143	0.3268331	1.3453368	1.7714602	1.8396898	-0.061709997	0.194885	0.92333326	1.525386	0.3652977	1.8793025	0.40525097	0.21872336	0.73451278	-0.060978155	1.5723517	1.1302447	1.1219554	1.5172426	1.8903807
0.70279366	1.0075758	0.69296546	-0.06459825	-1.0271654	0.14399778	0.88535785	0.34532432	-0.39560399	2.8486345	1.1632509	0.40462888	1.7932486	0.6609051	-1.0355561	-1.3724281	0.73495812	2.0025351	1.1707844	-0.06551366	0.94638121	-0.080529202	0.25510987
0.16623951	-0.61670359	-0.30515356	1.2674782	-0.76218213	0.12791409	-0.69412392	-0.20465018	1.0605617	-0.49481774	-1.6310417	-0.71909125	-0.43941729	-0.51077046	-0.22719271	0.043922755	-0.86808324	-0.8523951	-0.52684369	-0.50382322	-1.6249697	-0.59342015	0.21936158
0.39950677	0.083861304	1.3238933	-0.69711967	1.2139303	1.0696415	0.95171519	1.5427526	0.58565556	0.093216965	1.1082239	1.6707933	-0.59025075	0.41762046	0.8055362	0.41839024	1.7533663	-0.41294548	0.11607654	1.4517252	1.2294297	1.6316388	-0.015542608
-0.17205895	2.3168564	0.38773706	-0.35568717	0.71516509	0.11324914	0.37708137	0.18239048	1.9139192	1.7093482	-0.011994119	0.007296191	1.3611629	0.35617127	-0.83902032	1.3182675	0.078605813	0.90788945	0.7779588	1.014543	0.84020674	1.0009035	-0.099733204
2.9479873	0.67024093	1.731227	1.1404199	0.5782152	0.65217534	1.0183911	0.85242871	0.44595249	0.94048473	1.8643331	1.1939371	0.14087412	1.2923419	1.4416234	0.79652408	0.76667265	1.2382849	1.2292476	0.96538531	2.4280106	1.5801299	1.381214
0.12047906	1.8140373	0.036376326	0.74005717	1.2710978	0.077705988	0.41980736	0.66919239	2.097269	-0.52201102	-0.065705832	1.2724335	0.69396975	0.12304454	0.28936272	1.2894699	0.35357166	0.11603615	0.77391548	-0.28972908	1.005043	-0.11388088	2.1891944
0.28412153	0.039587896	0.75229918	0.5589679	1.4233131	0.98894565	0.72218945	0.7737469	2.0031298	1.1249802	1.8546262	0.73638381	1.2168021	1.1560501	0.81845657	-0.53553021	-0.19631045	0.34991774	0.68951939	0.56330835	1.3507385	0.69586899	0.53478473
-1.0864687	0.31872052	-0.078629888	0.16483352	-0.41549226	-0.3294105	0.17883091	0.35549925	-1.3254473	0.008738189	0.99646977	0.80632644	-0.57414341	0.47810497	-0.026689453	0.26538731	0.7754263	-0.50555133	0.29800738	0.56713402	0.065739727	-0.031353522	-0.18478791
0.13585921	-0.68352796	-0.51551808	-0.54222802	-0.54949565	0.29690813	-0.67335216	-0.58238222	-1.169594	-0.2634358	-0.075227543	-0.87163418	-0.47839784	-0.60293031	-0.25603269	0.40538909	-0.28492712	-0.25615274	-1.055758	-0.71774128	-0.87202864	-0.22763654	-0.17595951
0.35779922	0.45353244	0.64470584	-0.54891106	0.38421045	1.0876206	0.40376079	0.64323193	0.56404691	0.82674502	0.51833762	0.098559463	-1.1132005	0.48813147	-0.64792154	-1.2756057	1.299213	0.10551954	-0.52795042	0.91531903	0.85841876	-0.51116585	-0.19044962
0.8807739	0.75599382	0.64743929	0.36901243	0.57585791	0.99337353	1.2777655	0.82743109	0.31713277	-0.74880111	-0.25798126	1.129456	-0.79565895	1.1080912	0.35728574	0.98207015	-0.66963046	0.049424667	0.085107889	0.90809026	0.87803946	0.90719116	1.0430481
0.67231223	-0.64296604	-0.056374015	0.36788555	-0.32127892	0.055951793	0.24785783	0.502079	-0.17532601	1.2060571	1.2530908	0.3122154	2.1266431	0.64715101	0.93580499	1.1186567	0.40390936	0.92210236	0.056409203	1.8942743	0.68755663	1.2363437	1.2474607
0.8486534	-1.0509661	-0.68704868	-0.8194741	-0.052804436	-0.24757859	-0.60396271	-0.27083918	0.25501856	0.77860022	1.8930715	-0.42187401	1.7860456	-0.46546164	0.4285552	0.68859208	-1.2503189	-0.14606747	-0.23147963	0.15876508	-0.44043664	0.17738743	-0.018767755
-0.059473028	0.39330835	-0.78777067	1.3564535	-0.71025968	-0.66555128	-0.69481553	-0.3034402	-0.17714306	-1.116906	-1.2525836	-0.72432766	-0.013090617	-0.80845841	-0.27274833	-0.48861049	-1.0385503	-0.52759573	-0.79546545	-0.34653075	-0.11183747	-0.78069353	-0.93382947
1.1204613	2.1198403	1.0378338	0.35067646	1.1008702	1.6911913	2.1331467	2.4439286	1.3783727	0.8036015	0.45215373	2.4941557	0.41271203	1.4467806	0.98449997	0.83090974	2.0116341	0.87252369	3.4067661	1.2418565	1.4375952	0.78557718	0.60063668
-0.73139433	0.6531092	-0.95229317	-2.3286864	-0.5366566	-0.10149517	-0.78182459	-0.52023425	-0.91424806	0.24771137	-0.39838773	-0.15840657	-0.36162007	-0.6026466	0.29865704	0.045965735	-1.1432352	-1.972257	-0.26620762	-0.3551128	-0.51068585	-0.22297302	0.16478082
0.73926448	0.83978186	1.5403841	0.8271844	0.77662884	-0.65287378	-0.49534084	-0.61182236	0.044825209	0.061619544	-0.7238197	-0.088466835	1.0011063	-0.006274061	1.3133606	1.7380141	0.72102577	0.8981062	0.32560385	0.060849821	-0.4763752	-0.97102479	-1.571587
-1.2193196	-0.48168408	-0.8371318	1.7246179	-0.76608205	-0.67553072	-0.90506086	-0.60446891	-0.90574574	-0.072963808	-0.15394917	-1.2038275	-1.8153098	-1.1396408	-0.74496572	0.001538363	0.26114625	-1.0986826	-0.53839936	-1.0116178	-1.3168201	-1.1777783	0.61279898
1.1459252	0.50231193	0.19081155	-0.55521354	1.1490739	-0.33197933	0.52146607	-0.015760032	-0.91702255	1.9834347	0.17782859	0.15055369	-0.41339482	0.39048375	1.4838074	-0.33619478	0.26020366	0.868768	0.25215324	0.50814141	-0.3189478	1.2738768	-0.064804876
0.82821718	1.0749002	1.4090954	0.36463773	1.6809077	0.70289385	-0.046731933	0.91026899	0.93569854	-0.08723179	0.24231772	1.0660946	0.56696397	0.53341206	0.69145868	0.44144659	0.8765248	0.36219359	1.3172559	0.87249854	0.2369567	0.062244553	0.46910363
1.2727138	1.0859077	0.94453468	0.70109369	0.70224683	1.0577138	1.8133294	1.5776663	2.5490112	-0.12503328	0.032010222	1.4222434	0.58401011	2.3319277	1.4657718	1.5728595	0.84443571	-0.098957962	1.7167708	1.2247982	1.805328	1.5988256	-0.045937826
-0.49156447	-0.077456602	0.43094336	0.15759313	-0.7824699	0.35583927	-0.36806595	-0.087523041	0.10740172	-0.05811635	-0.18633962	-0.20789107	-0.39293854	0.059211529	0.1538586	0.20442666	0.096470243	-0.65389799	-0.15452593	-0.006027782	-0.11755388	-0.016533413	0.009668161
-0.253728	0.83806728	-0.47187671	-0.596834	0.065087379	-0.051443785	0.089017096	-0.03341333	0.59075513	1.0216645	0.99558714	-0.18967962	1.0748175	-0.042096494	1.1568523	-0.48707563	-0.46531628	0.82594101	-0.26291026	0.49658799	-0.52354478	0.098737089	-0.58108322
-1.4319412	-0.76715194	-0.7976367	-1.1941772	-1.0485225	-0.61082159	-0.8726409	-0.63098359	-0.63429448	-0.57949021	-1.7116491	-0.36665846	-0.54100752	-0.86391557	-0.7347864	-0.071474216	-0.82785073	-0.95101378	-0.3699723	-0.75812797	-1.3465418	-0.12214498	-0.7807282
-1.1843739	1.7518365	1.9521421	0.89152506	1.0534764	0.48449022	1.3241497	1.7519547	-0.17359674	0.3707259	1.0307555	1.6365606	-1.0965122	1.713348	-0.10872309	0.76604662	-0.75456059	0.90364031	1.0386449	0.89423001	0.62398576	2.3404925	2.2362201
1.0677896	-0.073277838	0.21530584	-0.80453518	-0.000168108	0.82633246	-0.069914946	0.38618445	0.38469454	0.60305759	0.54683688	-0.16993822	1.174436	-0.13160867	-2.7933323	0.82652293	-0.63756102	1.2096386	0.15650037	-0.30904956	0.25763144	0.220597	-0.098934362
-0.12245412	0.97354398	0.42655671	-1.1292372	0.37583493	-0.97066493	-0.035559869	0.62094406	0.15162411	-0.56427292	1.1996478	0.65472351	1.0842536	0.52559195	-0.22614142	-0.19975295	0.47643986	0.084013604	0.42762857	0.44389234	0.81805867	0.85369415	-0.000151525
0.13047685	0.45918591	0.39280696	-0.28519933	0.14026555	0.31764037	-0.11555867	-0.081356073	-0.042229772	0.35237169	0.11937284	0.91911133	-0.68589955	-0.14687402	0.85366592	0.53881826	0.36932014	-1.5867219	0.38477811	0.038376798	-0.59362325	-0.54836869	-0.1817001
-1.0789756	0.36563067	0.55932918	-1.9294172	-0.028812084	0.026334236	0.56305291	0.42338103	0.73257703	0.18754458	-0.96936925	0.62481787	-1.0062361	0.26998465	0.43452124	-0.9185193	0.39864151	-1.0400956	0.34789751	0.73481782	0.71188519	0.17411142	-1.7557162
-4.0462519	-1.4429931	-2.2614262	-1.2907579	-2.4978797	-2.4424872	-2.110714	-1.9272465	-0.74452225	-1.6157239	-0.94795022	-0.99533997	-1.0678589	-1.7502889	-3.0997032	-3.280505	-1.4849112	-0.82227929	-1.6467512	-3.3290852	-1.93311	-1.9184695	0.52265688
-0.53525667	-1.4059868	-0.51653646	0.10308743	-1.4778075	-1.3655178	-0.99520616	-1.5055586	-0.11476408	-0.64477954	0.079840835	-1.0342171	-1.2716732	-1.2271892	-0.12959116	-0.061441799	0.19783872	-1.8524533	-0.74969352	-1.2736508	-0.077564974	-1.3676676	0.69639706
0.052957297	-0.4651399	-0.44034235	-0.77219025	-0.18647703	-0.3125462	0.21078911	0.15437556	-0.63150676	-0.93295986	0.27786698	0.37680619	-0.92063818	0.14236676	0.45817576	-0.26284431	0.35149572	0.40340837	0.22843347	0.26510676	-0.12258534	-0.15512304	-0.1805995
0.7852111	1.6356891	1.4264719	0.46617154	1.7297576	-0.35379675	1.6782826	1.6381696	1.1734855	0.17002548	0.88042652	1.2523451	0.85766855	1.7673153	0.15044316	0.96500242	1.7042681	0.53190998	1.4650381	1.003354	1.5400425	1.6028212	1.1161306
0.46197755	0.52999408	-0.060723256	-0.20625488	-1.3930298	-0.20598631	0.014826849	0.047632884	-0.78073954	1.2028758	0.31561552	0.21426368	0.42518883	0.074625197	0.1088589	-0.53199746	0.37209624	0.68371058	-0.20418007	-0.27879976	0.3562785	-0.19304264	0.62567941
0.96062973	1.014477	1.367106	1.3939428	1.4293112	0.6753373	0.75949232	0.57792489	1.5712703	0.19883325	1.1611723	1.1730832	1.331137	0.54846348	0.76597261	0.85864317	1.3234091	1.7466932	0.76015992	0.46205539	1.2033051	1.3720725	0.31128954
-0.36452349	-1.0893638	-1.4364157	-1.0935412	-1.7001658	-1.7625202	-0.97417549	-0.69739016	-0.26497926	-0.41015458	-0.92168603	-1.1724255	-0.1300649	-0.7702791	-0.27214658	-0.82127949	-1.748851	-1.0246427	-1.0605517	-0.72641125	-1.4313879	-0.39111071	-0.41097724
0.41729349	-0.37460658	-1.0335135	0.32264066	-0.56017463	-1.6395025	-2.225854	-1.5525064	-0.60176447	0.14872074	-0.60817417	-0.82730522	0.63219218	-1.3751475	-0.99139901	-0.055111097	-1.4217439	0.69677669	-0.85994867	-1.2518003	-1.3173068	-0.96440297	-1.2249027
0.8565533	1.768228	1.4434681	0.97273414	1.2515988	1.9573924	1.5051146	1.7783909	2.0461588	1.4407798	0.72350804	2.2552342	0.23712038	1.2069639	1.8080294	0.02358121	1.9897346	0.17983616	1.5781667	1.8525893	2.1317134	1.5682279	-0.13657762
0.35983911	-0.27967193	-0.07798473	0.30773523	0.36211383	0.62867594	-0.22491877	-0.30572004	-1.2335168	-0.48047262	-0.91335627	-0.22066169	-0.13257786	-0.27290055	0.25271052	-1.115154	-0.61416207	0.38683136	0.22116042	-0.25024548	-0.79986769	-1.2495166	1.3348547
0.29953874	0.03556045	0.80212755	-0.56801615	0.93398315	0.85574087	0.91020898	0.60953935	0.37001662	-0.53134673	0.52842429	1.0007485	0.84449374	0.80481963	-0.46153483	1.0908494	0.21694618	-0.50823757	1.1327073	0.38832827	0.79845457	0.095189797	0.55881496
0.005922507	0.71911968	0.68783116	-0.094693871	0.67560353	0.78275496	1.1037149	0.98321728	0.64809623	1.1087089	0.55021932	1.2340522	0.44576238	1.3223465	0.60248466	0.35403431	0.86550722	0.058425465	1.3008466	0.3415439	0.81496367	0.5675343	0.030778018
1.0220998	0.095460896	-0.06098226	1.3798071	0.09928237	0.14136075	0.23200698	0.15604222	0.88330347	-0.50484094	0.19796813	0.20015485	1.0898119	0.096780357	0.032767349	0.79317257	0.019553483	0.024460031	0.1754223	0.43085442	0.072932801	0.6117593	-0.094243191
0.543218	0.73465262	0.92978248	0.49704211	0.56779991	-0.050029428	0.40181498	0.14808678	1.3029596	-0.072859787	0.64624932	0.50991981	0.44697291	0.47684094	0.68955384	0.27719631	0.70989718	-0.51201328	0.52164251	0.3894157	0.34563519	0.4192163	-0.80112832
-0.067974585	0.030174808	-0.48616427	-0.19415371	-0.60418324	-0.29353195	-0.016239045	0.35805736	0.041434512	0.58479317	-0.28744547	0.044673302	0.36841864	0.020247355	-0.89467463	0.25838608	-0.21450504	0.71616352	0.072832446	-0.17551457	-0.1286629	-0.37487629	1.0668663
-0.61141369	-0.26771245	-0.51357848	-0.5899158	-0.20628702	-0.39662345	-0.14541687	-0.63761003	0.22613533	0.22786665	1.0869032	-0.27212436	-0.99347295	-0.66458392	-0.2561192	0.24230663	-0.1874265	-0.40143727	0.038992668	0.085194372	0.05711201	-0.39247508	-0.021191532
0.66203974	0.15132568	0.29436269	1.5627082	0.64997662	0.032542889	0.29627678	0.48441123	0.068659889	-0.53640382	0.40602094	0.36292587	1.9131115	0.33682307	0.30988904	0.84610513	0.099908518	0.43148605	-0.051730134	-0.19081115	0.18289113	0.31014366	-0.084778088
0.67675852	-0.46637808	-0.55400412	0.29642055	-0.4140341	-0.30727707	-0.57879021	-0.42373326	-0.40846084	0.70461752	-0.39176858	-0.45322687	0.60509662	0.000506613	-0.13219086	1.3415996	0.25576249	0.66565	-0.4799818	-0.59098501	-0.456787	-0.30981487	-0.33845618
-1.098296	-0.33786196	0.34710485	-1.4600469	-0.31006372	-0.57528851	-0.21022045	-0.25160187	0.57991842	-0.1332077	-1.3673335	-0.95750958	-0.34819257	-0.37613168	-0.57140375	-1.3806637	-1.444445	-0.71534885	-0.70864752	0.14625063	0.35431572	-1.3863915	-1.6817083
-1.1527994	-0.82641932	-1.0554668	-2.4190286	-1.9140876	-0.73699203	-1.4775466	-1.6239126	-0.83397322	-1.8083269	0.33016677	-1.3860843	-1.0846992	-1.7708253	-2.3799601	-1.3390712	-0.88339789	-0.84290746	-1.8648381	-1.1433608	-1.9253666	-0.67026089	-2.4159555
-0.90682739	-1.4352683	-1.1492319	-1.434705	-0.93718558	-0.80361883	-1.2231499	-1.0780043	-0.88471834	-3.4005402	-1.1305296	-0.6796476	-0.48767161	-1.0527653	-1.1671972	0.51619538	-0.17621879	0.14410603	-1.5070925	-1.2413347	-1.1478628	-0.98766524	-0.90756278
-1.054253	-0.99628672	-0.20823838	-0.23871258	-0.012582818	-0.78162714	-0.2063418	0.088454514	-0.78242377	-0.43340633	-0.48533647	-0.69617297	-0.78491358	-0.054949866	-0.37441396	-0.88114372	-0.34271634	0.81718437	-1.000659	-1.2398709	-0.5386673	-0.58008629	0.34353085
0.42204102	-0.080508302	-1.2780603	-0.75053858	-0.43960775	-0.32240443	-0.54307967	-0.75840086	-0.10799811	-1.1580413	-0.26427333	-1.00214	-0.23934848	-0.85725597	0.1122013	-0.53594218	-0.10578417	-0.62706782	-0.8716199	-0.60832072	-1.2840479	0.19508189	-0.23089019
0.40075446	-0.67657156	0.41327848	0.91504488	0.041715212	1.1489267	0.38558115	0.071212039	-0.62668328	0.075364605	1.1691752	0.28744367	0.28793896	0.44672993	0.84897377	-0.99328868	-0.74951835	0.2897217	0.065892869	1.6377492	0.43558862	0.12558009	0.41509995
0.46811621	-0.58643556	-0.54554364	0.35503301	-0.3901455	-1.0403738	-0.45627732	-1.0088098	1.4577595	-0.69138503	-0.010069788	-1.0320266	1.4438429	-0.39401203	0.078773357	1.1810576	0.21089769	0.77704061	-0.45988655	-0.53101669	-0.08067741	-0.59763949	-1.017431
0.71262886	0.24767422	1.1388798	1.4141768	0.19623815	-0.23880312	0.16164368	-0.29135198	1.7410017	0.4171944	1.7191912	1.0326134	0.60715042	0.2110215	0.39825334	0.17340279	1.0961981	-0.14200012	0.75716539	-1.4354178	0.37105142	0.1406138	0.48923098
-0.69227979	-1.3105491	-1.5619167	-0.68920153	-0.45656977	-0.63478161	-0.2797267	-0.73546275	0.067428649	0.41905049	-0.35517148	0.10649179	-0.74809276	-0.28874755	0.17083439	0.36378891	-0.46546458	1.073777	0.051137786	-0.069230151	-0.57922608	-0.55041982	-1.3694771
-1.2124038	-0.67171544	-1.2474679	-0.79300238	-0.75975433	-0.30463153	-0.53511614	-0.54741062	-1.0333419	-1.0244281	-1.4541896	-0.26233576	0.17065752	-0.82663522	-0.34409659	-1.8236469	-1.9478675	-1.5809951	-1.2009286	-0.14981292	-0.21842632	-0.50349678	0.78057963
0.15405167	0.6025121	0.51847073	0.041464369	-0.31104066	0.71892448	0.66970775	0.18018286	-0.9957557	0.92071771	1.0577041	0.037259159	0.67126836	0.31028148	0.50028866	-0.34617651	1.4290871	0.89611781	0.75469223	0.63209019	0.70139782	-0.13188974	-0.028250427
-0.91084022	-0.20089922	-0.90459541	-0.005060616	-1.0356525	-0.9709673	-0.87781335	-0.49185206	-1.1720407	-0.030772856	-0.69794498	-0.852428	-0.95766949	-0.76879348	0.15951705	0.77898672	-0.75532274	-0.58908799	-0.60917814	-0.62645711	-1.0586993	-0.26956551	1.3659489
0.34727226	-0.86410597	-0.07840026	-0.81533541	0.050779796	-0.63205558	-0.15994122	-0.14402779	1.8701574	0.12973295	0.60202221	0.5074698	-0.12210343	0.032513892	-0.63120835	0.47488108	0.8633935	1.2556185	-0.17137229	0.1098808	0.54767798	0.66025091	-1.5168232
-0.61703157	-1.3359635	-1.336225	-1.0077468	-2.0822167	-3.0906766	-1.9753649	-1.7939809	-0.29164466	-1.4457379	-1.0359312	-1.2943755	-1.7114061	-1.5868663	-2.2990033	-0.63071463	-0.84571741	-1.3476079	-2.0037111	-2.1004491	-1.5481785	-1.2467695	-1.2961726
0.95080706	0.62249443	0.99378201	0.53876668	0.2291047	-0.28297906	0.69382941	0.16628893	0.50028907	-0.73469567	-0.52208909	0.84733443	-0.38856848	1.046622	0.84311571	1.2328839	1.1775187	-0.074758873	-0.085999893	0.046840603	0.19503054	-0.25012566	-1.0616615
0.24380733	0.49398576	-0.062231497	0.32817441	-0.043248527	-0.19788281	0.14689997	-0.092371289	0.16455322	-1.0843243	-0.48870916	-0.38261426	0.90480399	0.68376479	-0.034482821	0.23057054	0.11314976	-0.34261254	-0.14023378	-1.0069142	0.82542828	0.81532794	-0.6376985
-0.3796925	0.65606848	0.38263871	-1.1232638	0.33294062	-0.41134705	0.10261206	0.01110212	0.006641633	1.6768059	-0.29181591	-0.21837731	-1.3338931	-0.27855428	0.10452042	0.083322157	-1.3528289	-1.0705728	-0.09421812	0.22763724	-0.86936696	-0.036399239	0.3628031
1.4322803	1.4248245	1.3376242	1.3151299	0.88056982	1.3133991	1.077462	0.53379867	1.1896694	0.5565978	0.78739378	0.7899175	1.6047853	1.5561313	-0.13355028	1.766641	1.8663548	1.8283293	1.4287844	0.84775305	1.2082129	1.725991	0.65349077
1.5587116	0.37817221	-0.60939038	-0.70640177	-1.1819206	2.6506722	-0.068063506	-0.48671484	-1.407209	-0.35502529	-0.047147942	-0.75791073	-0.53555955	0.17714888	-0.15552038	-1.5542987	-0.60661439	-1.0540973	0.46160197	-0.033462113	-0.17259853	0.60638471	-0.035887507
-0.5230527	-1.1341313	-1.561901	-1.0349112	1.0587488	-0.67573434	-1.0139357	-1.2160458	-0.17743802	0.3103633	-1.347941	-0.98004732	-0.36759436	-0.60911633	-0.79070144	-0.17276718	0.42906181	0.6028397	-0.17585417	-1.5564862	-1.0342135	-1.1022242	-0.49903927
0.28234902	0.07934714	0.59516173	0.90224131	0.82137349	1.0645807	1.5639928	1.8776108	-0.96975243	0.52548788	-1.3518936	1.7422106	0.35960138	1.531023	-0.055645253	-0.6563362	1.2449874	0.48332112	1.2260478	0.82453845	0.51882739	0.7513561	1.14019
-0.032514272	0.59373804	0.15541859	0.40966249	0.73445195	0.57358838	0.43134177	0.26325298	-0.49749108	-1.2928339	1.652061	0.37560087	-0.5157587	1.7152947	0.90453864	0.26853841	0.53757279	-0.8986177	-0.000573176	0.97297467	-0.21004699	1.2350365	1.0550462
0.81074261	-0.083069875	0.86726541	0.35672466	0.59662038	0.8448334	0.58433129	0.70362843	-0.93024225	-0.072553257	0.17454588	0.61142939	0.36209804	0.54518482	1.273814	-0.32142185	-0.48461282	0.7611198	0.79779037	0.45380107	0.17315521	0.75211317	0.46641512
-0.70449417	-0.80214291	-0.26823317	-0.40360243	-1.0035639	-0.094626194	-1.6446404	-1.3511277	0.28541202	-0.070178001	-0.016208757	-1.0543494	-1.0186276	-1.370476	-0.83277594	0.023219686	-0.72865963	-0.48906138	-0.83880286	-1.2105869	-0.87434023	-0.7370393	-0.53082128
0.58911513	1.5182131	0.80426267	0.043280692	0.24805166	0.36323762	0.61034529	1.3736515	0.12024848	0.31240967	0.84757616	1.1926103	0.53765738	0.62605284	0.49821449	1.8967157	-0.1826518	0.40961012	1.2998848	0.52424543	0.48519247	1.4012241	1.645471
0.81719179	-0.94004192	-1.0673664	-0.54153541	-0.095039712	-0.4113478	-0.32855676	-0.43501568	0.016240521	1.5821158	-0.84064572	-0.82794648	-0.007750791	-0.60968178	-0.28997416	-0.35433489	-0.78300605	-0.13825061	-0.61374807	0.34752713	-0.78492839	-0.55276803	-0.16063604
-1.8420681	-0.56019817	-0.43483741	0.51209818	0.019852647	0.17787529	-0.72917503	-0.56466345	-0.86407528	0.033939642	-1.1186183	-0.26770074	-1.2035241	-0.70129764	-1.8903195	-1.024847	-0.051948642	0.51982719	-0.44741464	-0.9591339	-0.43945887	-0.4929929	-0.007964294
0.15607339	-0.23014148	0.27632302	0.11007369	0.064625878	0.043975886	-0.2289613	-0.46544889	-0.70507537	-0.086333485	0.83591342	-0.21771662	0.10952643	-0.46714497	0.31452699	1.6889185	-0.36290882	-0.1807176	-0.24819883	1.2249846	-0.013840125	-0.18674924	-1.398518
2.3589303	0.29968569	0.73745273	2.3634535	1.388628	0.27549112	0.93334306	0.43644851	0.055432599	-0.082924424	1.0501172	1.2543722	0.62058475	0.64060078	0.29070826	0.26138165	0.53803654	-0.24421799	0.89505948	-1.7492793	1.405607	1.3632434	0.44189348
-0.092057775	0.50086763	1.3223803	0.5760008	0.70938665	0.79695735	1.2556658	1.0394751	1.0018342	-0.089562147	1.0958959	0.53935381	-0.083031663	0.92923599	0.465273	0.14799899	0.37524292	0.643454	1.7451468	0.86276952	0.92258393	0.80679805	0.97018838
-0.1953905	1.4966174	0.2785136	0.50711373	0.88226336	0.42157713	0.60082951	0.72544536	1.3159806	0.9778653	0.96394147	0.82259452	1.3157082	0.93643924	0.7590282	1.3396871	0.32068788	2.0176287	0.60139492	0.79069986	0.92018068	1.6314182	0.1101298
-0.75220239	0.8203939	1.0796257	-0.5290352	0.84975819	0.19128649	0.50815936	0.26088174	2.3535861	-0.31809695	0.57567223	0.24528563	0.50104362	0.67825063	0.78340965	-0.91164229	0.082703474	-0.2062991	0.41757913	0.71518421	0.38741666	0.44957178	0.38463528
-0.23809243	0.61944833	-0.26778727	0.17816308	-0.54676963	-0.48130571	-0.61172166	-0.84084846	0.27933776	0.26372887	-0.33706316	-0.95157772	-0.93304087	-0.13246821	-0.2941906	-0.9008693	-0.17698851	-1.1903713	-0.86532767	-0.77178276	-0.83460786	-0.97382406	-0.0502375
1.1773878	0.57737981	0.35158059	0.86086319	1.0665655	-0.028273526	0.63714674	0.7367354	1.4789529	-0.98646387	1.1875587	0.75030915	-0.48485676	1.4649515	1.2296746	1.1773714	0.40612733	0.51730918	0.73200455	0.3559792	1.1175542	0.83996958	-1.4008325
-0.18109273	0.73198461	-0.055371326	0.58571359	-0.23276878	0.43602062	0.67388	-0.36223863	-0.20398979	1.4343526	-0.26368405	-0.90210592	0.25613905	0.41408379	0.090830106	-0.062109155	-0.29171104	0.67249898	-0.38843887	-1.0959705	0.59099777	0.18729001	-0.081839612
0.34013569	-1.1105985	-1.3063321	-0.2579298	-0.2432678	-0.39031168	-0.32193935	-0.25273355	-0.99999557	0.40954924	-0.31357004	-1.7703584	0.26038585	0.27416171	0.63627577	1.4961231	-2.4559576	-0.5157176	-1.5122408	0.037045426	0.63514577	0.13010611	-0.094247286
0.17414453	-0.087550703	0.88191345	-0.45969333	1.8055257	1.8092838	0.75504941	0.55555293	0.9728653	-0.62006194	1.1635688	0.62274881	0.89346101	0.47380947	0.76243787	-0.49183969	1.3728386	-0.55671056	-0.13378542	1.069436	1.8063274	-0.20614323	-2.5301134
-2.0195948	-2.051906	-1.7107006	-0.78750179	-1.1451147	-1.6915646	-1.2558598	-0.90333963	0.51512292	-1.2800917	-2.1144022	-0.80204662	-1.882106	-1.4570865	-0.051950162	-1.2096712	-1.4981411	-1.0773222	-0.35711656	-0.18897315	-1.4508404	-1.4927302	0.65538676
-0.82338015	1.6110419	-0.19857628	-0.83068646	0.45391685	0.36221893	0.063581577	-0.23042072	1.3513498	1.4479301	-0.37680554	0.27801041	-0.18827033	-0.24479665	1.3396041	-0.012335449	0.10036524	0.42772702	-0.063530103	0.53622225	0.16396513	-0.48610987	1.0193822
0.69879777	2.0722853	0.74314818	2.129872	0.006765793	1.2201822	1.7184976	1.183308	-0.24678716	1.0219206	0.24790167	1.1598449	1.0018517	1.6347172	0.36877932	0.52173247	0.32392984	-1.5211284	0.88334611	1.1313777	0.82727024	1.6272399	1.3071907
2.2982533	1.2492596	2.1865311	-0.37444699	0.99294927	0.25631621	0.43950437	0.84544861	2.236325	0.044180523	-8.1255573	1.1513629	1.7416309	0.69256605	1.645956	1.9728396	0.46585822	-0.2379898	-0.0326599	0.81583642	1.0911448	-0.27262236	-0.87260427
-0.72773532	-0.68374059	-0.6209646	-0.67005634	0.47591233	-0.30992951	-0.16216431	-0.069712162	-1.1750893	-0.43599309	0.17170285	-0.58866838	0.046921855	-0.16922547	-0.57708087	-0.52409472	-0.21055072	-0.25246194	0.11738468	-0.50675055	-0.009906669	0.36845041	0.57018955
