Australia	Austria	Belgium	Canada	Denmark	Finland	France	Germany	Greece	Hong_Kong	Ireland	Italy	Japan	Netherlands	Norway	New_Zealand	Portugal	Singapore	Spain	Sweden	Switzerland	UK	USA
-0.056864715	0.10930966	0.93166429	-0.02788567	0.58432547	1.3532239	0.67155634	1.1356196	0.75686221	1.4690689	0.41583107	0.28499461	-0.81277787	1.266155	-0.076242149	-1.3547965	0.51894718	0.72923631	0.60232873	0.41669044	1.0101243	0.65917366	-0.010477797
0.41684786	-0.18123634	1.5462394	1.4051715	1.0298177	1.4946351	1.4711972	2.0027711	-0.41031092	0.30656612	0.50730707	1.6808365	0.53180969	1.1729805	0.85249474	1.1233237	1.0605288	2.0711098	3.0078947	1.3776001	1.1095215	1.4959796	2.391311
1.4877306	0.93403717	0.54902176	-0.17442639	0.74046153	0.22481688	0.5669155	0.17933018	1.1996265	-0.55062789	0.49169619	0.51722945	0.4045936	0.18658906	1.0188103	1.8457448	1.3561857	-0.62728629	0.88820111	0.35243456	0.3564181	0.34001705	-0.72897758
1.056238	0.26630783	-0.25061629	-0.69227306	-0.80374186	-0.61018429	-0.17115572	-0.53585078	-0.34685243	-0.094431757	0.89122056	0.099335479	1.4242278	-0.1667909	0.058139493	-0.082150726	0.21265438	1.1447857	-0.70278544	-0.41377167	-0.073224047	-0.30559968	-1.475072
-1.1441475	-1.2708589	-2.294416	-1.9626189	-1.115517	-0.97606574	-1.9825296	-2.0562631	-1.6699343	-0.034713012	-1.0581367	-1.4072288	-0.91908157	-2.5592771	-1.0903811	-0.088215534	-0.37495168	-0.31752956	-1.0929675	-1.7483136	-2.0173576	-1.5793784	-1.9960521
-2.2020438	-0.1005746	-1.684274	-0.80506743	-1.934831	-1.0482535	-1.4942553	-0.72478486	-0.78928987	-2.006457	-1.2077723	-1.595604	-0.71200397	-1.3389982	-0.56900689	-2.4868894	-1.0459468	-0.93636992	-1.2462609	-2.1468334	-1.7283924	-2.1539359	0.28936406
0.019244284	0.075701166	0.11430094	-0.94807722	0.33940331	0.23753854	-0.038589903	0.089731966	-0.45923898	0.5575537	0.76514209	-0.54419491	0.20115329	-0.2801608	-1.1642115	0.69638129	-0.057381563	0.37423342	0.46821485	0.006641866	0.63981926	-0.15888076	-0.2651298
-0.046363403	0.89134223	-0.79905496	-2.0050729	-0.061404754	-0.9332664	-1.4079491	-1.4775735	1.1527093	-0.089755767	-0.34161485	-1.5227294	-0.93468258	-1.7188199	0.52779089	-0.60504199	0.076576627	0.12288839	-1.3766036	-0.372799	-1.2692818	-2.0491323	-0.19174309
-1.0322978	-0.6633951	-0.38082515	0.39863117	-0.69112272	-0.055460997	-0.036583373	0.78947174	-0.83421012	-1.5351081	-0.005537657	0.34897512	-1.2059711	-0.24204208	-0.47496309	-0.27869995	-0.11600692	-1.2169058	0.20580355	-0.22074535	-0.87648999	0.2703271	-0.94732797
-1.8655151	0.88930698	0.56752014	-0.48079615	0.73683532	1.6083725	1.2247996	0.95003325	0.082480036	-0.96253979	0.52013574	0.523333	-0.17661707	1.279574	0.85000185	-1.6372927	0.052841662	-0.28546901	1.5569699	1.5633364	0.5365256	1.5776024	0.28327855
0.77479534	0.13961911	0.86464753	-0.075787075	0.87524462	-1.196294	0.71721234	0.027126777	0.68446113	0.50286579	0.45977929	0.85232632	1.2608119	0.42187531	-0.13613627	0.82982268	-0.77726521	-0.35213234	0.48880232	-0.17893074	-0.20422719	1.0969278	-1.5726507
-0.62705868	-1.5711035	-2.0005678	-1.8450681	-1.0712078	-1.4491684	-1.8214633	-1.8942116	-0.74883099	-0.95601056	-0.63712473	-1.7063114	-1.0047659	-1.1316278	-1.4025955	0.37732934	-2.4529826	-0.48042127	-1.8981197	-1.8145005	-2.373563	-1.5284864	-2.3423917
-1.0219593	-1.1598539	-2.2212246	-2.7169948	-4.1864784	-1.0042499	-2.0881713	-2.2405923	-2.4634876	-1.5732304	-1.7744017	-2.3874032	-0.4783439	-2.7130643	-3.526189	-2.0231498	-2.3158727	-1.4128971	-1.3175078	-2.8598598	-2.3556821	-1.9490612	-1.9517786
-0.87559667	-3.2635607	-1.5357807	-2.8334094	-2.1509626	-2.8653648	-1.1859437	-2.0402826	-0.80715767	2.0636275	-2.1302645	-1.2130167	-0.51977076	-0.91245428	-2.5397461	-0.5256721	-1.6131785	1.1667334	-1.0823571	-1.8171645	-1.0187207	-0.63209815	-1.3942701
-2.8978984	-2.5329438	-0.46741584	1.9396464	-2.0011979	-1.374528	-0.52412937	0.91091252	-1.9407821	-1.9754518	-2.8703167	-0.25837178	-0.9336965	-0.86669951	-2.1938332	-3.1910462	-1.5291491	-2.2378544	-0.9037251	-1.5859174	0.10015365	-0.5156769	2.2732948
0.54388894	1.7063037	1.9405252	-0.52685278	1.8858459	0.66023519	1.4888015	-0.67120365	1.9332763	-0.9932842	1.3440191	1.1545853	-1.0482471	1.430765	1.52215	0.57233534	1.1883663	-0.33518389	2.3218202	1.8479474	2.4715289	1.6558968	-0.1192121
-1.3628923	-0.590818	-0.29035087	0.10961061	-0.72950217	-0.13796809	-0.20394286	0.075471862	-1.1436841	-1.09697	-0.38234682	-0.29495602	-3.5956515	-0.26372771	-0.18751852	-1.4443841	-0.68299953	-1.850294	-0.4737844	-1.5407528	0.33490792	0.2701658	0.58217097
0.74854163	-0.13773814	1.7215506	1.4260236	1.1215506	1.7677677	1.678905	2.0536232	1.1381621	1.3356088	0.37784126	1.450591	-0.33795314	1.4677398	0.27565919	1.5054521	0.71165331	0.27832805	1.4112794	2.2903251	0.98033032	1.35252	1.9810877
1.6672392	0.60745278	0.27563939	0.013042566	0.16641374	0.77580957	0.1411698	0.37701692	0.66675323	0.87534251	0.03562084	0.51004043	1.4385882	-0.18171144	0.67058774	0.96282928	-0.42182775	0.50567583	-1.5943604	0.5445435	-0.004982408	0.17362683	0.30652725
0.019392156	-1.4535594	-0.17068908	0.15690941	-0.28213476	-0.22219551	0.17023757	-1.5307904	-0.7659314	0.35103498	1.008019	-0.043360414	-0.41998499	0.52844584	0.080830709	-1.1836414	-0.19070216	-0.51191302	-0.70759227	0.13088851	-0.30146796	0.28912949	0.30759465
-0.8014686	-0.002874084	-1.539749	-0.54114246	-0.042615207	-1.0902111	-1.5029866	-0.67136124	0.36137324	-0.66253351	0.21937795	-1.2171204	-0.2724039	-1.599635	-0.045198965	-0.37667811	-0.14850751	0.25724442	-0.87783816	-0.65566012	-0.51033427	-1.7667236	-1.0244018
-0.61565866	-0.83982553	-0.43626524	-0.37103028	-0.045549192	-1.0485548	0.10290409	-0.48885976	-0.35992617	-0.9711436	0.17120395	-0.052588042	-0.18489497	-0.38800561	-0.56155275	-0.42039523	-1.1546162	-0.011117609	0.42330412	-0.8734573	-0.39700086	0.40965189	-0.91364076
-1.650616	-0.26815563	-0.87245175	-0.22832975	-1.3504228	-1.3915385	-1.1836944	-1.6649657	-0.60538976	-1.2900982	-0.70424506	-0.8119192	0.030488951	-0.8682447	-1.2423713	0.13865898	-1.7021662	-1.5636151	-0.85235975	-1.1790827	-1.3729393	-0.67199323	-1.3019587
-0.90984849	-1.1207332	0.04645859	-0.18745095	-0.031151084	0.65461115	0.81959932	1.1764804	-1.3286747	-1.3732318	-0.28514702	0.56279531	-2.1067752	0.61691156	-0.55371772	-1.3740857	-1.2159927	-1.6864217	0.45767155	0.19778002	1.0486664	0.38040787	0.95414051
2.2617158	0.62299271	0.49464947	0.050914174	0.43974628	0.40451562	0.053397347	-0.57296203	1.5373984	1.6567277	0.51392185	-0.21538514	1.9250234	0.10232158	0.57640902	1.2242542	-0.83529185	1.6010581	-0.24844598	0.4405664	-0.32906179	-0.41137032	0.75176604
0.044128816	0.12204014	0.99671268	1.3083373	-0.32556425	0.81890872	1.0420462	1.6445216	-0.25081046	-0.2695416	-0.013216197	1.3719743	-0.092772181	1.3549083	0.58539283	0.33787493	1.4433032	-0.53081916	1.8873573	0.49817276	1.2859599	1.1592913	1.190241
0.49743291	0.47641193	0.52545546	0.49741305	0.31263181	1.6703315	0.54999659	0.65429573	0.39190157	-0.45569938	0.38024681	0.79144676	1.2886406	0.68421959	0.4943516	1.0088561	1.3714181	0.050947943	0.13376611	-0.21892656	0.66128983	0.60886162	0.18488856
0.33981317	-0.48152296	-0.29875124	-0.89554615	0.45076322	-0.018513766	-0.65925618	-0.69453607	0.16461634	-0.91539073	0.49961454	-0.63615152	-0.5136693	-0.72748243	-0.35870814	0.64788386	0.03466359	0.26501831	-0.87101561	0.38037721	-0.43867189	-0.71582703	-0.18898365
-0.077592899	0.15992307	-0.23174845	-0.27642141	0.19553015	-0.17039717	0.19461275	0.21506364	-0.258871	0.9833487	1.4317652	0.60223561	-0.42707925	0.4240343	0.62712807	-0.086427818	-0.37294567	2.0520226	0.20740781	0.25415109	0.53641651	0.39529181	-0.86412749
-0.31270924	0.9857473	-0.47798643	0.53388809	-0.25958744	-1.0833839	-1.2985113	-0.48738709	1.22176	-0.92451823	0.67633385	-1.0711516	0.99289477	-0.63705655	-0.21532236	-0.12819391	0.14535405	0.4166339	-0.74901424	-0.38203456	0.15137344	-0.60936082	1.472154
1.0192877	-0.5901156	1.3046726	-0.035349479	0.54149504	1.1614485	1.1196806	0.38222735	-0.63051877	1.3449283	0.78681768	-0.42769957	0.18373709	1.2479441	0.4341441	0.32392845	-0.5501526	0.019205372	-0.29265014	0.39913226	0.84526152	1.1923978	0.53665345
0.25141188	0.90988639	0.040516785	-0.012569779	-0.42046765	0.89457154	0.14248258	0.28669501	0.80365903	0.29219993	-0.13998372	1.9825905	-0.029769078	0.45727863	-0.15038561	0.09462276	-0.22450858	-0.30836346	1.5308852	-0.30648194	-0.14522618	0.19866545	-0.03399616
-0.20931591	-2.001907	1.0902075	0.76396132	0.79703073	1.2520213	0.91615531	1.01503	-0.42548306	-0.47090011	-0.75647136	0.99414723	-1.6665714	0.93842477	-0.48590031	0.30747335	0.055854825	0.30665388	1.2218664	0.47113699	0.69920334	0.6426952	0.89026258
0.95281866	-0.90075522	-0.9613731	-0.48973895	0.35937077	-0.057100353	-0.66174957	-0.63660116	0.18658478	1.138492	-0.94841065	-0.53359706	-0.28810611	-0.5182476	0.020198583	0.16470229	-0.25504652	0.035508242	-0.59594672	0.3177498	-1.4768001	-0.66355827	-0.53249623
-0.5459382	0.90276013	0.52755766	0.71358948	1.2625911	0.61081927	0.70560827	1.0199797	1.7537197	0.43387165	0.68254764	0.55467516	0.3932856	0.19493278	0.31365556	-0.93058295	0.87742268	0.13969351	0.45961172	1.5690183	1.1500557	0.035188595	0.47523337
0.38632457	-0.000264254	1.168272	1.0551961	-1.3794762	0.84396885	0.83760143	0.014395432	-1.4197593	0.090217442	-0.18998365	0.069311695	0.37033704	0.98803002	0.32630566	0.50134389	1.7204068	0.016786721	0.49980248	1.3383955	-0.24755548	0.51887977	0.62306834
-0.01604497	-0.17282551	-0.014029897	-1.7033479	-0.34305025	-0.66557471	-0.75592242	-0.71193858	-0.56427942	-0.59427905	-0.5493539	-0.5018103	0.2721127	-0.51250853	-0.38340564	-0.012216826	-0.24901988	-0.67129503	-0.54239197	-1.3161258	-0.21872651	-0.58246535	-1.0295323
-0.34788603	-0.17239957	-0.34942372	0.83246559	-0.51814644	-0.8187362	-0.73981599	-0.45350371	-0.01286926	-0.18801404	0.28894614	-0.24460283	1.3177573	-1.0861921	-0.49810403	0.005633401	-0.51833661	-1.1625254	-0.43612936	-0.42392023	-0.60924082	0.019136146	0.25025737
0.66479445	1.6476697	1.9616105	-0.64455204	0.81443594	0.84707002	1.5478353	0.90343198	0.74912371	-0.84210349	0.23429735	1.8752549	-0.49812821	1.6822523	0.49823147	1.0005203	1.5549391	-0.033484924	1.4559296	0.35734113	1.0775178	0.91386108	-0.68013672
-0.78033643	-1.2127049	-1.5595663	-1.0447437	0.6135906	-1.2941567	-1.6502071	-1.6172167	-0.55529898	-0.53536325	-0.94115049	-1.7627768	-0.90787898	-1.5341557	-1.1819668	0.1373963	-0.78240462	-0.30771546	-1.3795799	-0.45472657	-2.1221146	-1.9160804	-0.98880401
-0.28958015	-0.40377079	-0.96509402	-0.2503786	-0.10875763	-0.37397653	-0.81894251	-0.15236529	-0.88998088	-0.6123554	-0.71945271	-1.1032677	-1.1499861	-0.88863906	-1.4039085	-0.11831898	0.028065372	-1.1013926	-0.50656551	-0.33562269	-0.97994227	-0.53330846	-0.11459774
-0.44146144	1.0307858	0.26212505	0.31949932	-0.18972271	-0.2194686	0.30607176	0.359347	-0.91203056	-0.22048973	0.37886846	0.2484891	-0.16950485	0.38155002	0.38248855	-0.22354394	0.034929244	-0.37706923	0.21503606	-0.27477679	0.59313083	0.01755447	-0.1507652
0.46442117	-0.25893413	-0.38008916	0.12284414	0.43797304	-0.52847376	-0.97775328	-0.93517361	-0.83291118	-0.97459328	-0.88123999	-0.58572034	-0.59617876	-0.54284555	-0.53078672	0.49067762	-1.7155332	-2.0446115	-0.52076858	-0.3353889	-1.0602968	-0.44997721	-0.044398134
-0.46690922	-0.25785376	-0.84998795	-2.1128206	-1.3606082	-1.3383772	-1.2732246	-1.7970884	1.1830431	-0.33921941	-1.7496967	-1.257671	-1.6374698	-1.2120131	-1.5195171	0.48237316	0.64945915	-0.16766248	-0.88486427	-1.4341141	-0.9415534	-1.5917632	-2.4536105
-1.9409468	0.41441403	0.067120406	0.37655494	-0.83099939	0.12311014	0.30300476	0.14969117	-0.9822101	0.90508866	-0.83178394	0.45141276	-2.0626508	-0.21867529	-0.78395334	-1.1909188	-0.94599883	-0.16475733	0.006601931	-0.32371896	0.32881502	-0.17288088	0.82017214
0.00877077	-0.75577364	-0.63436902	-0.86885742	-0.40332007	0.86330303	-0.41436023	-0.90305353	-1.1316537	-0.96114973	-0.88464205	-0.46153235	1.013602	-0.53717083	-1.3963211	-0.30657198	-0.72410611	-0.74874138	-0.69816809	-0.32634756	0.003975964	-0.19529827	-0.7368169
-0.069175355	-1.1276566	0.77752692	0.094094774	0.75445536	1.6515523	1.1558553	1.1312807	-0.082317703	0.13477872	0.34370612	0.92267122	-0.74908117	1.1072009	1.0123181	-0.57617886	0.061948571	-0.54419831	1.0733348	0.99817978	1.161476	1.0703195	0.73784918
1.1050785	0.81834665	-0.82297012	0.60095178	-1.6804674	-0.22711965	-0.75787094	-0.7700226	-1.3255093	-0.41114226	0.23588261	-1.2913081	0.77485673	-1.199938	-1.1655678	-0.42988717	-0.63860151	-1.3485616	-1.1452833	-0.55703813	-0.87823171	-0.66859073	0.5198685
-0.32260499	-0.46213632	0.77188593	0.004584544	0.034293191	-0.22797567	0.92365944	0.37415964	-0.5004849	1.2042196	0.67579993	1.0563704	-0.14797691	0.78609662	-0.33804637	-0.11844285	-0.12292904	1.2683239	0.76632844	0.066654925	0.37165837	1.2943388	0.37761618
0.93603212	-0.15342685	1.1305694	0.58216747	0.99043952	1.9608629	1.1082349	0.86262565	-0.11298454	-0.18075793	1.2374176	0.61443788	-0.036318102	0.9841099	0.74669136	0.78075627	0.3155811	-0.1454082	1.359107	1.5702437	0.93629086	0.29941465	-0.008508028
0.4341775	-0.94731	-1.0515376	-1.9906164	-1.6655691	-1.1030699	-1.6637654	-1.6421949	-1.0746451	0.41218245	-1.6596884	-1.4562644	0.36489239	-1.7966736	-0.21092711	1.192147	-0.5226451	-1.1137396	-1.5646724	-1.284704	-1.5775357	-1.5138317	-1.4579556
-0.53759305	-0.47211719	-1.1125369	-0.30170249	-0.32241364	-0.38449266	-0.96972037	-0.62638179	-1.4327709	-2.055647	-1.0359307	-0.70598801	-1.4239748	-0.81502571	-1.0227829	-0.50764554	-0.90641073	-0.80907557	-0.67930494	-0.51885736	-1.0236172	-0.94741049	0.008892777
-0.49029965	-1.0643682	-0.77263342	0.17624333	-1.3525485	-1.095443	-0.45257983	-0.79283874	-1.3792712	-1.5505837	-0.061578923	-0.26141295	-0.82284597	-0.39955903	-0.81959018	-0.82105107	-1.8469642	0.27395823	-0.75337697	-0.038665261	-0.52184976	-0.18879775	0.069640206
0.60204359	-0.16705833	-0.55838714	-1.4972752	-0.37432199	-0.024998117	-0.49014972	-0.50416814	-0.59106782	1.5093595	1.0323016	-0.74232438	1.613772	-0.72135199	-0.49719636	0.042702292	-2.5477294	1.1422987	-0.15986716	-0.64620056	-0.82466969	-0.74247065	-1.2058354
-1.2749319	-0.70440873	-2.2574658	-1.5424971	-2.1668371	-1.5359833	-1.1307628	-1.7155034	-0.7695024	-1.491264	-1.9023331	-1.2118604	0.3334226	-1.3826542	-1.6805397	-0.26231005	-2.0541644	-1.81784	-1.0159556	-1.366024	-0.37532216	-1.9239747	-0.42538093
-0.56572171	-0.18509319	-0.50244839	-0.8871209	-0.40427816	-0.018346173	-0.78541761	-1.1242907	-0.79831956	-0.15487353	-0.63099875	-0.65033499	1.4378556	-0.4634902	-1.8821361	0.05277145	-0.31441949	0.78639187	-0.44623023	-0.39157587	-0.62210695	-0.70585251	-1.9210914
-1.257771	-1.4155965	-0.4075008	0.12528238	0.6065872	0.15851392	-0.5625798	0.68118752	0.64136072	-0.97776696	0.14306433	-0.81460073	-2.432726	-0.39836143	-0.016763359	-0.55486464	1.0900889	-1.6816824	-0.64789292	-0.33097646	0.094481392	0.60730997	-0.078564613
-1.3784677	-0.26326033	-1.9073895	-2.18362	-0.98506004	-1.0224704	-1.3872975	-1.8396064	-1.4580711	-0.59032943	-1.9335186	-2.7164003	-0.44250527	-1.3383866	-0.47065979	-1.2589049	-2.4244794	-0.5434182	-1.5861946	-1.9423989	-2.1873897	-1.5624946	-0.75272384
-0.38058528	-2.070438	-1.1117096	-0.15464935	-2.3100962	-0.93311781	-0.99774848	-0.64907294	-1.3579925	-0.53058963	-1.7571726	-0.14448374	-0.68664841	-0.25956717	-2.0801554	-0.71791111	-1.6264769	-2.3814401	-1.6851081	-0.50341324	-0.10950872	-1.2453338	-1.1222817
-1.4003728	1.1486889	0.99285196	1.5122294	-0.57129511	1.2406767	0.56312122	0.99125808	0.20067805	-0.051968156	-0.13135719	0.61433908	-0.81161471	0.45153742	0.54146863	-0.26210868	1.0901725	-2.3023691	0.30415032	0.095959516	0.75686118	0.38417362	1.3665125
-0.17537109	0.027318404	1.5143478	0.22725176	0.056367798	2.6796594	2.6761566	0.5625939	1.3855764	1.3066352	1.7153166	1.3653934	1.0714939	2.5810428	1.1817314	1.0271998	0.29736871	0.63423496	1.8890493	1.4568232	2.7228881	2.1218929	1.1037168
0.40940621	-0.43652323	-0.28229828	-1.1388184	1.2237983	0.057485252	-0.16592449	-1.2434532	-0.13594066	0.18120729	-0.80951696	-0.27638895	1.3038612	-0.25011148	-0.21390846	-0.61306299	-1.6317432	0.88697676	-0.53023137	-0.58157796	0.009660793	0.59128998	-1.7997385
-1.4911261	1.1762632	-1.2725979	0.43730182	-1.1599144	-1.6291627	-1.6435449	-1.4157726	-0.56832626	-2.0619895	-1.8903679	-1.3586668	-0.30140001	-1.6456787	-0.28335497	0.99844894	-1.2787659	-0.98829208	-1.0923034	-2.4998393	-0.25674603	-1.6790144	-0.96785725
0.33020172	-1.2899087	0.48161741	0.44509957	-1.7936069	0.38553771	0.46267443	0.94733083	-0.75657504	0.018156339	0.085554937	0.12992801	-1.6474615	0.95230506	-0.1364066	0.22607094	0.1340039	-0.30542365	-0.60728388	0.43760459	-0.96986041	0.63309017	1.9430845
0.56788914	1.5223304	1.0705393	-1.5716702	1.4013568	1.2875098	1.3170078	0.68544658	-1.0321101	-0.52851878	0.98247649	0.98779214	-1.0476721	1.3321997	0.92244909	1.2778668	1.1577497	-0.044822439	1.9035973	0.75619746	1.2748718	1.1335964	-1.0619544
0.31659363	-0.98407512	-0.63868009	-1.2084101	-0.81160505	-0.52696243	-0.80711283	-1.2395361	-1.833822	-1.1873526	-0.5740105	0.12662964	-0.74088358	-0.4149383	0.84064094	-0.02503905	-0.011679124	-0.028609994	-0.3168886	-0.90668429	-0.43566782	-0.13811938	-0.58266904
-0.38130657	-2.2716112	-1.5698899	-1.0740093	0.28673959	-1.3640345	-1.4109674	-1.3725833	0.42930333	0.17593873	-0.84398763	-1.7086732	0.42555732	-0.9238626	-0.12743891	-0.54490826	0.2131412	0.91531131	-0.68986142	-0.7752429	-1.4746792	-0.92821409	-1.0731774
-1.2856072	-2.1508553	-0.27570209	-1.1233704	0.098079385	-0.37961342	-0.317778	-0.57507339	-2.0638169	-0.78062265	-1.5481987	-0.060006759	-2.6597094	-0.54454522	-0.82284413	1.1104896	-0.28171408	0.08003024	-0.26732517	-2.0759064	-1.1503687	-0.54797791	-0.98845582
-0.45209888	-0.59266784	-1.2691639	0.21783744	-0.65136675	-0.44572222	-0.66945618	-0.70042047	-0.4923231	0.26516301	-0.61064876	-1.1432886	-0.10735653	-1.0284846	-0.39183071	0.071228894	0.40269831	0.97318563	-0.31437129	-0.88740346	-1.0600345	-1.0543624	0.63388387
