0.0016555,0.0018235,0.00021296,0.00038096
-0.00080557,-0.00063757,-0.00070565,-0.00053765
0.0044496,0.0046176,0.0048754,0.0050434
0.0016058,0.0017738,0.0024414,0.0026094
-0.0022756,-0.0021076,-0.0034824,-0.0033144
0.00094383,0.0011118,-0.00041347,-0.00024547
0.0070684,0.0072364,0.0015733,0.0017413
0.0058935,0.0060615,0.010261,0.010429
-6.7718e-05,0.00010028,0.0014861,0.0016541
0.0014591,0.0016271,0.002166,0.002334
-0.0065026,-0.0063346,-0.0031556,-0.0029876
-0.0038839,-0.0037159,-0.0051475,-0.0049795
-0.00059916,-0.00043116,0.0020684,0.0022364
0.0022423,0.0024103,0.0009367,0.0011047
-0.0027805,-0.0026125,0.002348,0.002516
0.0018425,0.0020105,-0.0021273,-0.0019593
-0.0030124,-0.0028444,-0.0019105,-0.0017425
0.0012206,0.0013886,0.003522,0.00369
0.012417,0.012585,0.008682,0.00885
0.0070831,0.0072571,0.005827,0.006001
-0.0041388,-0.0039648,-0.0011501,-0.00097614
0.0013616,0.0015356,0.0017585,0.0019325
-0.0052687,-0.0050947,-0.0067836,-0.0066096
-0.0017855,-0.0016115,-0.0030318,-0.0028578
0.0037857,0.0039597,0.0015762,0.0017502
-0.0014221,-0.0012481,-0.00010849,6.5514e-05
0.006923,0.007097,0.0050234,0.0051974
0.0024648,0.0026388,-0.0032589,-0.0030849
0.0057195,0.0058935,0.0064944,0.0066684
-0.0022894,-0.0021154,-0.001711,-0.001537
0.0084783,0.0086523,0.0080215,0.0081955
0.003401,0.003575,0.00017009,0.00034409
-0.002904,-0.00273,-0.0044735,-0.0042995
-0.0033874,-0.0032134,0.00092706,0.0011011
-0.0022166,-0.0020426,-0.003107,-0.002933
0.0087527,0.0089267,0.004563,0.004737
0.01308,0.013254,0.0095567,0.0097307
-0.00071509,-0.00054109,-0.0021995,-0.0020255
0.015231,0.015405,0.012046,0.01222
0.0039801,0.0041541,0.0014934,0.0016674
0.0034934,0.0036674,0.0029445,0.0031185
0.0025727,0.0027467,-0.0013923,-0.0012183
-0.0090999,-0.0089209,-0.0050581,-0.0048791
