;BBAS3;BBDC3;BBDC4;BOVA11;BRAP4;BRFS3;BRKM5;BRML3;BTOW3;CCRO3;CESP6;CIEL3;CMIG4;CPFE3;CPLE6;CSAN3;CSMG3;CSNA3;CYRE3;ELET6;EMBR3;FIBR3;GGBR4;GOAU4;HGTX3;HYPE3;ITUB4;LAME4;LIGT3;LREN3;MULT3;NATU3;PETR3;PETR4;PSSA3;RENT3;SANB11;SBSP3;TRPL4;VALE3;VALE5
22/02/10;0.000185063;0.000197517;0.000101125;0.000084355;0.000251593;0.000317806;0.000437781;0.000340632;0.000344208;0.000334024;0.000390160;0.000329252;0.000266404;0.000311689;0.000224659;0.000451082;0.000216106;0.000288799;0.000323136;0.000282280;0.000234615;0.000462602;0.000175122;0.000190412;0.001231279;0.000643448;0.000153100;0.000331461;0.000475334;0.000482480;0.000679279;0.000300925;0.000172914;0.000133599;0.000130542;0.000719330;0.000221705;0.000471472;0.000419215;0.000194434;0.000131995
23/02/10;0.000128453;0.000336906;0.000224828;0.000147935;0.000488236;0.000351045;0.000582671;0.000894161;0.000501278;0.000367784;0.000609385;0.000302568;0.000234674;0.000486060;0.000205816;0.000460859;0.000339560;0.000510013;0.000887072;0.000340879;0.000372832;0.000354369;0.000360092;0.000561935;0.000668180;0.000942746;0.000214642;0.000621248;0.000612053;0.000278700;0.000494423;0.000607365;0.000237002;0.000183647;0.000232415;0.001157962;0.000374539;0.000505498;0.000328495;0.000330287;0.000233115
25/02/10;0.000228118;0.000511474;0.000302472;0.000226605;0.000353365;0.000530569;0.000599811;0.000872758;0.000646910;0.000396379;0.000528009;0.000374858;0.000315065;0.000356086;0.000383775;0.000353855;0.000344167;0.000346184;0.000555567;0.000631762;0.000484124;0.000341278;0.000476679;0.000573706;0.001590043;0.000553199;0.000271373;0.000474903;0.000462390;0.000794790;0.001542523;0.000394363;0.000271864;0.000237026;0.000425847;0.000751986;0.000598660;0.000393684;0.000431065;0.000314618;0.000187031
26/02/10;0.000325080;0.000421095;0.000267809;0.000129827;0.000577471;0.000196413;0.000389256;0.001765038;0.000590832;0.000621163;0.000404808;0.000194211;0.000263096;0.000288704;0.000452408;0.000591679;0.000508615;0.000174634;0.000460655;0.000949951;0.000403436;0.000824374;0.000393200;0.000698452;0.000730844;0.000747891;0.000207735;0.000534514;0.000334612;0.000354862;0.000777894;0.000660112;0.000277540;0.000204746;0.000466759;0.000633835;0.000461279;0.000793137;0.000458902;0.000249149;0.000176868
01/03/10;0.000165851;0.000128384;0.000097556;0.000064727;0.000272628;0.000244517;0.000312074;0.000245786;0.000290223;0.000280069;0.000412225;0.000334778;0.000218094;0.000194520;0.000186619;0.000190909;0.000447980;0.000177630;0.000228758;0.000310690;0.000277186;0.000208688;0.000256552;0.000312535;0.000841477;0.001141366;0.000098236;0.000252519;0.000271329;0.000360682;0.001053766;0.000167912;0.000229811;0.000142457;0.000655632;0.000742396;0.000194142;0.000386427;0.000328903;0.000155100;0.000100004
02/03/10;0.000121048;0.000153034;0.000066680;0.000063706;0.000165577;0.000135783;0.000313439;0.000553444;0.000282769;0.000241384;0.000264728;0.000176625;0.000140884;0.000126546;0.000220759;0.000382663;0.000273181;0.000151194;0.000250946;0.000345711;0.000391955;0.000376954;0.000209620;0.000295791;0.000628403;0.000885676;0.000098500;0.000297704;0.000428693;0.000399131;0.000439787;0.000233969;0.000120581;0.000086812;0.000644842;0.000220776;0.000128077;0.000334905;0.000176615;0.000184570;0.000126097
03/03/10;0.000201418;0.000344361;0.000204191;0.000133625;0.000236748;0.000641134;0.000399901;0.000491849;0.000541934;0.000522187;0.000389729;0.000573966;0.000174486;0.000109119;0.000257250;0.000490633;0.000395010;0.000394339;0.000382260;0.000474472;0.000308072;0.000355039;0.000236552;0.000353514;0.001403484;0.000550068;0.000210013;0.000651048;0.000284584;0.000515394;0.000496724;0.000472201;0.000186309;0.000178351;0.001206740;0.000905332;0.000214966;0.000415892;0.000288445;0.000165361;0.000107125
04/03/10;0.000276498;0.000123472;0.000201358;0.000169741;0.000306658;0.000426142;0.000557220;0.001098250;0.000467640;0.000483188;0.001340013;0.000351007;0.000286630;0.000239283;0.000369816;0.000380418;0.000445586;0.000386743;0.000734188;0.000308297;0.000342937;0.000542682;0.000326548;0.000438077;0.002061578;0.001119345;0.000277021;0.000499840;0.000285033;0.000601759;0.000306293;0.000599706;0.000256860;0.000181895;0.000715834;0.001588756;0.000178964;0.000697882;0.000588312;0.000249912;0.000200624
05/03/10;0.000121406;0.000212853;0.000061691;0.000066240;0.000254942;0.000412712;0.000463850;0.000502885;0.000186678;0.000701178;0.000360223;0.000252732;0.000152167;0.000138330;0.000282773;0.000683683;0.000210692;0.000120835;0.000321256;0.000120117;0.000232263;0.000111803;0.000141166;0.000233617;0.002355748;0.000624544;0.000088867;0.000437116;0.000195520;0.000826032;0.000876831;0.000279943;0.000105433;0.000093940;0.000715660;0.000553579;0.000237826;0.000440196;0.000174968;0.000125838;0.000113087
08/03/10;0.000176524;0.000140139;0.000102321;0.000104929;0.000314283;0.000137003;0.000282803;0.000552923;0.000321971;0.000300376;0.000902696;0.000343747;0.000200122;0.000141830;0.000609029;0.000411711;0.000180752;0.000181645;0.000324376;0.000357560;0.000206340;0.000432901;0.000219013;0.000258737;0.001203002;0.000559109;0.000193296;0.000490890;0.000185753;0.000824199;0.000211958;0.000363954;0.000171019;0.000180812;0.000646250;0.000360161;0.000387322;0.000533191;0.000294064;0.000152254;0.000134758
